,Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume,sentiment
18,2014-07-29,195.3,195.89,194.54,194.57,3264100.0,0.0,1.0,161.767170018185,162.25586756201872,161.13766131765337,161.16251034530598,3264100.0,0.0
19,2014-07-30,195.2,195.99,192.9,194.0,3943800.0,0.0,1.0,161.68433992600976,162.33869765419394,159.77924780597994,160.6903788199073,3943800.0,6.0
20,2014-07-31,192.84,194.29,191.54,191.67,4207500.0,0.0,1.0,159.7295497506748,160.93058608721537,158.6527585523971,158.76043767222484,4207500.0,5.0
21,2014-08-01,190.5,191.5,188.86,189.15,5181100.0,0.0,1.0,157.7913255937749,158.61962651552705,156.43291208210147,156.67311934940957,5181100.0,9.0
22,2014-08-04,189.35,189.95,188.6,189.64,2125900.0,0.0,1.0,156.83877953375998,157.33576008681126,156.2175538424459,157.07898680106808,2125900.0,3.0
23,2014-08-05,188.75,189.196,186.44,187.1,3307900.0,0.0,1.0,156.34179898070875,156.71122119181015,154.42842385146142,154.97510245981778,3307900.0,8.0
24,2014-08-06,185.36,186.88,184.44,185.97,3847000.0,1.1,1.0,154.4420012700228,155.70846567404973,153.67545702548014,154.9502534321652,3847000.0,6.0
25,2014-08-07,186.64,186.68,183.58,184.3,2708600.0,0.0,1.0,155.508497610256,155.54182562088832,152.95890479688597,153.55880898826715,2708600.0,-7.0
26,2014-08-08,184.4,186.67,183.58,186.63,2781500.0,0.0,1.0,153.64212901484788,155.53349361823018,152.95890479688597,155.5001656075979,2781500.0,-3.0
27,2014-08-11,187.81,188.36,186.28,187.47,2527200.0,0.0,1.0,156.48334192125043,156.9416020674444,155.20854551456543,156.20005383087602,2527200.0,4.0
28,2014-08-12,187.45,188.69,186.81,187.34,1858600.0,0.0,1.0,156.18338982555986,157.21655815516078,155.65014165544324,156.09173779632104,1858600.0,-8.0
29,2014-08-13,188.0,188.48,187.37,187.95,1797000.0,0.0,1.0,156.6416499717538,157.04158609934126,156.11673380429528,156.5999899584634,1797000.0,-9.0
30,2014-08-14,187.57,188.17,186.93,187.88,1929500.0,0.0,1.0,156.2833738574567,156.78329401694103,155.7501256873401,156.5416659398569,1929500.0,-4.0
31,2014-08-15,187.85,188.88,186.79,187.38,2814800.0,0.0,1.0,156.51666993188272,157.37486620566415,155.63347765012708,156.1250658069533,2814800.0,-4.0
32,2014-08-18,188.1,189.81,187.76,189.36,2420300.0,0.0,1.0,156.72496999833453,158.14974245286484,156.44168190796006,157.77480233325159,2420300.0,7.0
33,2014-08-19,190.04,190.25,189.36,190.07,2040100.0,0.0,1.0,158.3413785140005,158.51635056982,157.77480233325159,158.36637452197468,2040100.0,-4.0
34,2014-08-20,189.86,190.39,189.25,190.1,2177600.0,0.0,1.0,158.19140246615518,158.63299860703302,157.68315030401283,158.39137052994892,2177600.0,6.0
35,2014-08-21,190.9,192.07,190.5,191.23,2496500.0,0.0,1.0,159.0579307425947,160.03277505358915,158.72465063627183,159.33288683031103,2496500.0,-10.0
36,2014-08-22,190.77,191.88,190.29,190.41,1940300.0,0.0,1.0,158.94961470803975,159.87446700308573,158.54967858045228,158.64966261234915,1940300.0,0.0
37,2014-08-25,191.39,191.81,190.71,191.16,1723600.0,0.0,1.0,159.46619887284018,159.81614298447926,158.8996226920913,159.27456281170456,1723600.0,-1.0
38,2014-08-26,191.02,193.53,191.02,192.99,3160900.0,0.0,1.0,159.15791477449156,161.24924744166762,159.15791477449156,160.7993192981317,3160900.0,-1.0
39,2014-08-27,193.03,194.13299999999998,191.56,192.25,2190200.0,0.0,1.0,160.83264730876405,161.75166720194937,159.60784291802744,160.1827511014344,2190200.0,2.0
40,2014-08-28,191.47,192.2986,190.66,192.0,1503600.0,0.0,1.0,159.53285489410482,160.22324463435262,158.85796267880096,159.97445103498262,1503600.0,-2.0
41,2014-08-29,192.28,192.75,191.14,192.3,2909400.0,0.0,1.0,160.2077471094086,160.599351234338,159.2578988063884,160.22441111472475,2909400.0,-10.0
42,2014-09-02,192.68,192.97,190.93,191.56,2679700.0,0.0,1.0,160.5410272157315,160.78265529281558,159.0829267505689,159.60784291802744,2679700.0,6.0
43,2014-09-03,192.39,192.95,191.86,191.95,1822800.0,0.0,1.0,160.2993991386474,160.76599128749945,159.8578029977696,159.93279102169222,1822800.0,-1.0
44,2014-09-04,191.69,192.69,190.06,190.68,2865000.0,0.0,1.0,159.7161589525824,160.54935921838958,158.35804251931663,158.87462668411712,2865000.0,-6.0
45,2014-09-05,190.53,191.75,190.09,191.2,2260200.0,0.0,1.0,158.749646644246,159.7661509685308,158.38303852729086,159.30789082233684,2260200.0,-4.0
46,2014-09-08,190.75,191.2,189.51,190.14,2524200.0,0.0,1.0,158.93295070272362,159.30789082233684,157.89978237312266,158.42469854058118,2524200.0,-1.0
47,2014-09-09,190.34,190.74,189.78,189.99,2390400.0,0.0,1.0,158.59133859374262,158.92461870006554,158.12474644489063,158.29971850071013,2390400.0,-8.0
48,2014-09-10,190.12,192.15,190.1,191.54,2764000.0,0.0,1.0,158.4080345352651,160.0994310748537,158.39137052994892,159.59117891271129,2764000.0,0.0
49,2014-09-11,191.08,192.78,190.12,191.72,2298500.0,0.0,1.0,159.20790679043998,160.62434724231218,158.4080345352651,159.7411549605566,2298500.0,-8.0
50,2014-09-12,191.47,191.6,190.57,191.28,2901000.0,0.0,1.0,159.53285489410482,159.64117092865973,158.7829746548783,159.3745468436014,2901000.0,-4.0
51,2014-09-15,191.42,192.49,190.58,191.81,2456400.0,0.0,1.0,159.4911948808144,160.3827191652281,158.79130665753638,159.81614298447926,2456400.0,4.0
52,2014-09-16,191.25,193.57,190.82,192.96,2561500.0,0.0,1.0,159.34955083562718,161.2825754522999,158.99127472133011,160.77432329015753,2561500.0,-2.0
53,2014-09-17,193.22,193.64,192.3,192.8,3210800.0,0.0,1.0,160.99095535926742,161.3408994709064,160.22441111472475,160.64101124762837,3210800.0,-6.0
54,2014-09-18,192.79,194.13,192.71,193.75,2963300.0,0.0,1.0,160.63267924497032,161.74916760115195,160.56602322370568,161.43255150014522,2963300.0,-5.0
55,2014-09-19,194.54,195.0,193.19,194.0,8852000.0,0.0,1.0,162.0907797101329,162.4740518324042,160.96595935129318,161.640851566597,8852000.0,-3.0
56,2014-09-22,193.72,194.14,192.63,193.11,3266955.0,0.0,1.0,161.407555492171,161.75749960381,160.4993672024411,160.8993033300286,3266955.0,-7.0
57,2014-09-23,192.75,193.07,191.52,191.62,3257449.0,0.0,1.0,160.599351234338,160.8659753193963,159.57451490739516,159.65783493397586,3257449.0,-6.0
58,2014-09-24,191.0,192.45,189.88,192.31,3076722.0,0.0,1.0,159.14125076917543,160.34939115459585,158.20806647147134,160.23274311738285,3076722.0,3.0
59,2014-09-25,192.05,192.5,188.97,189.01,4114751.0,0.0,1.0,160.016111048273,160.39105116788622,157.44985422958678,157.4831822402191,4114751.0,-3.0
60,2014-09-26,188.93,190.33,188.61,190.06,2494024.0,0.0,1.0,157.41652621895452,158.5830065910846,157.14990213389618,158.35804251931663,2494024.0,-9.0
61,2014-09-29,188.51,189.96,188.12,189.64,2344723.0,0.0,1.0,157.06658210731547,158.2747224927359,156.74163400365066,158.00809840767758,2344723.0,-6.0
62,2014-09-30,189.64,190.85,189.15,189.83,2929335.0,0.0,1.0,158.00809840767758,159.01627072930432,157.5998302774321,158.166406458181,2929335.0,4.0
63,2014-10-01,189.91,190.4,186.79,187.17,3723166.0,0.0,1.0,158.23306247944558,158.6413306096911,155.63347765012708,155.9500937511338,3723166.0,-2.0
64,2014-10-02,187.66,187.78,186.24,186.91,2283619.0,0.0,1.0,156.35836188137938,156.45834591327622,155.1752175039331,155.73346168202394,2283619.0,-1.0
65,2014-10-03,188.11,189.37,187.56,188.67,3071521.0,0.0,1.0,156.73330200099258,157.78313433590966,156.27504185479862,157.19989414984462,3071521.0,-3.0
66,2014-10-06,189.69,190.89,188.71,189.04,2100191.0,0.0,1.0,158.04975842096795,159.0495987399366,157.2332221604769,157.50817824819327,2100191.0,-4.0
67,2014-10-07,187.77,188.12,185.54,185.71,2994065.0,0.0,1.0,156.45001391061814,156.74163400365066,154.5919773178681,154.7336213630553,2994065.0,2.0
68,2014-10-08,185.97,189.6,185.61,189.36,2985329.0,0.0,1.0,154.9502534321652,157.97477039704532,154.6503013364746,157.77480233325159,2985329.0,0.0
69,2014-10-09,189.12,189.5,186.09,186.42,2625509.0,0.0,1.0,157.57483426945788,157.89145037046458,155.05023746406206,155.32519355177843,2625509.0,-3.0
70,2014-10-10,185.86,187.74,185.1,185.93,5090177.0,0.0,1.0,154.8586014029264,156.4250179026439,154.22536920091292,154.9169254215329,5090177.0,-3.0
71,2014-10-13,185.49,186.65,183.42,183.52,3599924.0,0.0,1.0,154.5503173045777,155.51682961291408,152.8255927543568,152.90891278093756,3599924.0,-4.0
72,2014-10-14,184.89,185.72,183.59,183.8,3924974.0,0.0,1.0,154.0503971450934,154.7419533657134,152.96723679954403,153.1422088553636,3924974.0,2.0
73,2014-10-15,182.46,183.79,178.7488,181.75,6897656.0,0.0,1.0,152.0257204991819,153.13387685270547,148.93354767271822,151.43414831045882,6897656.0,4.0
74,2014-10-16,179.8,181.48,178.69,179.84,5578572.0,0.0,1.0,149.80940779213478,151.20918423869085,148.88455549708877,149.84273580276704,5578572.0,-2.0
75,2014-10-17,181.24,182.84,180.22,182.05,4354442.0,0.0,1.0,151.00921617489712,152.34233660018862,150.15935190377374,151.68410839020098,4354442.0,-3.0
76,2014-10-20,166.845,170.331,166.69,169.1,23408902.0,0.0,1.0,139.0152983486025,141.9198344752064,138.88615230740234,140.8941649479977,23408902.0,-6.0
77,2014-10-21,166.4,166.68,161.68,163.23,20952120.0,0.0,1.0,138.64452423031827,138.8778203047443,134.71181897570827,136.00327938770945,20952120.0,5.0
78,2014-10-22,162.41,165.41,161.1,161.79,11088493.0,0.0,1.0,135.32005516974752,137.81965596716913,134.2285628215401,134.80347100494708,11088493.0,-10.0
79,2014-10-23,162.12,162.83,161.54,162.18,7599510.0,0.0,1.0,135.07842709266345,135.66999928138657,134.59517093849524,135.12841910861187,7599510.0,-9.0
80,2014-10-24,162.08,162.44,161.45,162.08,6652321.0,0.0,1.0,135.04509908203116,135.3450511777217,134.52018291457262,135.04509908203116,6652321.0,-2.0
81,2014-10-27,162.0,162.91,161.81,161.87,4989213.0,0.0,1.0,134.97844306076658,135.73665530265112,134.8201350102632,134.87012702621163,4989213.0,6.0
82,2014-10-28,162.0,163.6,161.8,163.6,7896863.0,0.0,1.0,134.97844306076658,136.3115634860581,134.81180300760514,136.3115634860581,7896863.0,5.0
83,2014-10-29,164.33,164.615,162.76,163.46,4741689.0,0.0,1.0,136.91979968009736,137.1572617558524,135.61167526278007,136.1949154488451,4741689.0,8.0
84,2014-10-30,163.5,164.62,163.02,164.35,3895979.0,0.0,1.0,136.22824345947737,137.16142775718146,135.8283073318899,136.9364636854135,3895979.0,1.0
85,2014-10-31,165.48,165.59,163.6165,164.4,5818375.0,0.0,1.0,137.87797998577562,137.96963201501444,136.32531129044392,136.97812369870385,5818375.0,-4.0
86,2014-11-03,164.25,164.54,163.375,164.36,4691074.0,0.0,1.0,136.85314365883278,137.09477173591685,136.12409342625148,136.9447956880716,4691074.0,2.0
87,2014-11-04,164.34,164.36,162.24,162.65,4246854.0,0.0,1.0,136.92813168275543,136.9447956880716,135.1784111245603,135.52002323354125,4246854.0,-2.0
88,2014-11-05,163.13,163.54,161.56,161.82,4103003.0,0.0,1.0,135.91995936112872,136.26157147010966,134.6118349438114,134.82846701292127,4103003.0,5.0
89,2014-11-06,161.28,161.53,160.05,161.46,4067587.0,1.1,1.0,135.29403740002036,135.50375658001792,134.26221903443243,135.4450352096186,4067587.0,1.0
90,2014-11-07,161.42,162.2069,160.85,162.07,3494803.0,0.0,1.0,135.41148014081898,136.07159223177928,134.93332041042459,135.95675000881263,3494803.0,5.0
91,2014-11-10,161.9,164.47,161.61,163.49,4958236.0,0.0,1.0,135.8141409664143,137.97005413678914,135.57086671761715,137.1479549511987,4958236.0,-10.0
92,2014-11-11,163.7,163.9,162.6,163.3,3535694.0,0.0,1.0,137.32411906239665,137.49189440639472,136.40135467040744,136.9885683744006,3535694.0,-6.0
93,2014-11-12,162.28,163.0,161.76,161.92,3377798.0,0.0,1.0,136.13291412001058,136.7369053584035,135.69669822561565,135.83091850081408,3377798.0,6.0
94,2014-11-13,162.0,162.8,161.8,162.79,3239726.0,0.0,1.0,135.8980286384133,136.5691300144055,135.7302532944153,136.56074124720556,3239726.0,-2.0
95,2014-11-14,162.1,164.49,161.69,164.16,4976697.0,0.0,1.0,135.98191631041232,137.98683167118892,135.63797685521635,137.71000235359216,4976697.0,7.0
96,2014-11-17,164.16,164.97,163.72,164.16,4798933.0,0.0,1.0,137.71000235359216,138.38949249678421,137.34089659679643,137.71000235359216,4798933.0,-1.0
97,2014-11-18,164.73,164.75,161.89,161.89,5412495.0,0.0,1.0,138.18816208398655,138.2049396183864,135.80575219921437,135.80575219921437,5412495.0,-5.0
98,2014-11-19,162.05,162.1,160.96,161.43,3802175.0,0.0,1.0,135.93997247441285,135.98191631041232,135.0255968496235,135.4198689080189,3802175.0,-2.0
99,2014-11-20,160.95,161.5,159.8,160.64,4182746.0,0.0,1.0,135.0172080824236,135.4785902784182,134.05249985443487,134.75715629922658,4182746.0,6.0
100,2014-11-21,161.83,161.95,160.75,160.92,4076868.0,0.0,1.0,135.75541959601495,135.8560848024138,134.84943273842555,134.99204178082388,4076868.0,-5.0
101,2014-11-24,161.54,163.86,161.06,162.15,6618779.0,0.0,1.0,135.5121453472178,137.4583393375951,135.10948452162253,136.02386014641183,6618779.0,-9.0
102,2014-11-25,162.65,163.5,161.56,161.76,4062378.0,0.0,1.0,136.44329850640696,137.15634371839866,135.52892288161763,135.69669822561565,4062378.0,-3.0
103,2014-11-26,161.93,162.1,161.01,161.95,3967223.0,0.0,1.0,135.83930726801398,135.98191631041232,135.06754068562302,135.8560848024138,3967223.0,-5.0
104,2014-11-28,162.75,163.37,161.44,162.17,2405512.0,0.0,1.0,136.52718617840594,137.0472897447999,135.4282576752188,136.04063768081164,2405512.0,1.0
105,2014-12-01,161.64,163.315,161.35,161.54,4168384.0,0.0,1.0,135.59603301921683,137.00115152520044,135.35275877041968,135.5121453472178,4168384.0,9.0
106,2014-12-02,162.47,162.73,161.64,162.67,3465747.0,0.0,1.0,136.2923006968087,136.51040864400616,135.59603301921683,136.46007604080674,3465747.0,-7.0
107,2014-12-03,162.47,164.52,162.0,164.52,6434994.0,0.0,1.0,136.2923006968087,138.01199797278863,135.8980286384133,138.01199797278863,6434994.0,-7.0
108,2014-12-04,164.01,164.5,163.01,164.05,3862816.0,0.0,1.0,137.58417084559358,137.99522043838886,136.7452941256034,137.61772591439325,3862816.0,-8.0
109,2014-12-05,163.61,164.5,162.91,163.27,3013500.0,0.0,1.0,137.24862015759754,137.99522043838886,136.6614064536044,136.96340207280087,3013500.0,8.0
110,2014-12-08,163.29,163.29,161.54,161.86,2851383.0,0.0,1.0,136.98017960720068,136.98017960720068,135.5121453472178,135.78058589761469,2851383.0,9.0
111,2014-12-09,160.84,163.02,160.8,162.99,3865785.0,0.0,1.0,134.92493164322468,136.75368289280334,134.8913765744251,136.72851659120363,3865785.0,-9.0
112,2014-12-10,163.01,163.33,160.03,160.51,4081714.0,0.0,1.0,136.7452941256034,137.0137346760003,134.2454415000326,134.6481023256279,4081714.0,-8.0
113,2014-12-11,160.82,162.93,160.52,161.07,3987625.0,0.0,1.0,134.90815410882487,136.6781839880042,134.65649109282782,135.1178732888224,3987625.0,-9.0
114,2014-12-12,160.25,160.5,155.33,155.38,8611249.0,0.0,1.0,134.42999437843045,134.639713558428,130.30272091607864,130.34466475207816,8611249.0,-5.0
115,2014-12-15,155.93,156.739,152.84,153.06,6500311.0,0.0,1.0,130.80604694807278,131.48469821454486,128.21391788330305,128.39847076170088,6500311.0,3.0
116,2014-12-16,152.03,154.89,150.5,151.41,6782173.0,0.0,1.0,127.53442774011096,129.93361515928294,126.25094635852594,127.01432417371704,6782173.0,-6.0
117,2014-12-17,151.52,153.308,151.11,151.93,5139465.0,0.0,1.0,127.10660061291595,128.60651218825845,126.76266115771999,127.45054006811195,5139465.0,5.0
118,2014-12-18,153.58,157.68,153.3,157.68,7301971.0,0.0,1.0,128.83468665609578,132.27408120805566,128.59980117449854,132.27408120805566,7301971.0,-2.0
119,2014-12-19,157.49,160.41,157.49,158.51,8864850.0,0.0,1.0,132.1146946312575,134.56421465362888,132.1146946312575,132.9703488856475,8864850.0,9.0
120,2014-12-22,158.33,161.91,158.33,161.44,4682509.0,0.0,1.0,132.81935107604926,135.8225297336142,132.81935107604926,135.4282576752188,4682509.0,6.0
121,2014-12-23,162.23,162.9,161.61,162.24,4044120.0,0.0,1.0,136.09097028401106,136.6530176864045,135.57086671761715,136.09935905121097,4044120.0,-3.0
122,2014-12-24,162.88,162.99,161.61,161.82,1869977.0,0.0,1.0,136.6362401520047,136.72851659120363,135.57086671761715,135.74703082881507,1869977.0,-7.0
123,2014-12-26,162.27,163.09,162.01,162.34,1912310.0,0.0,1.0,136.12452535281068,136.81240426320264,135.9064174056132,136.18324672321,1912310.0,-10.0
124,2014-12-29,162.0,162.34,159.45,160.51,3331833.0,0.0,1.0,135.8980286384133,136.18324672321,133.75889300243827,134.6481023256279,3331833.0,3.0
125,2014-12-30,160.02,160.82,159.79,160.05,2829904.0,0.0,1.0,134.23705273283272,134.90815410882487,134.04411108723494,134.26221903443243,2829904.0,-9.0
126,2014-12-31,160.41,161.5,160.38,160.44,4011909.0,0.0,1.0,134.56421465362888,135.4785902784182,134.53904835202914,134.5893809552286,4011909.0,-7.0
127,2015-01-02,161.31,163.31,161.0,162.06,5525341.0,0.0,1.0,135.3192037016201,136.9969571416005,135.0591519184231,135.94836124161273,5525341.0,0.0
128,2015-01-05,161.27,161.27,159.19,159.51,4880389.0,0.0,1.0,135.28564863282048,135.28564863282048,133.54078505524083,133.8092256056377,4880389.0,-6.0
129,2015-01-06,159.67,159.96,155.17,156.07,6145670.0,0.0,1.0,133.94344588083612,134.1867201296333,130.1685006408802,130.9234896888714,6145670.0,4.0
130,2015-01-07,157.2,157.2,154.03,155.05,4701015.0,0.0,1.0,131.87142038246031,131.87142038246031,129.21218118009136,130.06783543448142,4701015.0,2.0
131,2015-01-08,156.24,159.04399999999998,155.55,158.42,4240585.0,0.0,1.0,131.06609873126973,133.41830905412226,130.48727379447652,132.89484998084836,4240585.0,9.0
132,2015-01-09,158.42,160.34,157.25,159.11,4472701.0,0.0,1.0,132.89484998084836,134.50549328322958,131.91336421845983,133.47367491764163,4472701.0,-6.0
133,2015-01-12,159.0,159.25,155.76,156.44,4187588.0,0.0,1.0,133.38139847844272,133.59111765844023,130.6634379056744,131.23387407526778,4187588.0,-6.0
134,2015-01-13,157.26,159.97,155.68,156.81,4386989.0,0.0,1.0,131.92175298565974,134.1951088968332,130.5963277680752,131.54425846166416,4386989.0,-3.0
135,2015-01-14,154.86,156.49,153.74,155.8,4689740.0,0.0,1.0,129.90844885768323,131.2758179112673,128.9689069312942,130.69699297447406,4689740.0,9.0
136,2015-01-15,156.69,156.97,154.16,154.57,4251698.0,0.0,1.0,131.44359325526528,131.67847873686262,129.32123515369008,129.66517460888608,4251698.0,-2.0
137,2015-01-16,153.82,157.63,153.82,157.14,5756041.0,0.0,1.0,129.03601706889341,132.23213737205612,129.03601706889341,131.8210877792609,5756041.0,0.0
138,2015-01-20,156.7,157.33,154.03,156.95,8380815.0,0.0,1.0,131.45198202246522,131.98047435605906,129.21218118009136,131.66170120246278,8380815.0,-8.0
139,2015-01-21,153.03,154.5,151.07,152.09,11896012.0,0.0,1.0,128.37330446010117,129.60645323848678,126.72910608892036,127.58476034331038,11896012.0,8.0
140,2015-01-22,151.94,155.72,151.76,155.39,6119523.0,0.0,1.0,127.45892883531185,130.62988283687486,127.3079310257136,130.35305351927806,6119523.0,-5.0
141,2015-01-23,155.03,157.6,154.89,155.87,4834447.0,0.0,1.0,130.0510579000816,132.2069710704564,129.93361515928294,130.75571434487335,4834447.0,-3.0
142,2015-01-26,158.26,159.46,155.77,156.36,7888037.0,0.0,1.0,132.76062970564993,133.7672817696382,130.67182667287435,131.16676393766858,7888037.0,7.0
143,2015-01-27,154.94,155.09,152.59,153.67,5659568.0,0.0,1.0,129.97555899528246,130.10139050328098,128.0041987033055,128.91018556089492,5659568.0,-6.0
144,2015-01-28,154.0,154.53,151.55,151.55,4495633.0,0.0,1.0,129.18701487849168,129.6316195400865,127.13176691451568,127.13176691451568,4495633.0,-6.0
145,2015-01-29,151.38,155.58,149.52,155.48,8320622.0,0.0,1.0,126.9891578721173,130.5124400960762,125.42884717293556,130.42855242407714,8320622.0,-9.0
146,2015-01-30,153.91,155.24,153.04,153.31,6563447.0,0.0,1.0,129.11151597369258,130.22722201127954,128.38169322730107,128.60818994169844,6563447.0,8.0
147,2015-02-02,154.0,154.66,151.51,154.66,4712017.0,0.0,1.0,129.18701487849168,129.7406735136852,127.09821184571604,129.7406735136852,4712017.0,2.0
148,2015-02-03,154.75,158.6,154.75,158.47,5539406.0,0.0,1.0,129.8161724184843,133.0458477904466,129.8161724184843,132.93679381684788,5539406.0,-2.0
149,2015-02-04,157.21,158.71,156.7,156.96,3678339.0,0.0,1.0,131.87980914966022,133.13812422964554,131.45198202246522,131.67008996966268,3678339.0,-9.0
150,2015-02-05,157.29,158.59,157.1501,157.91,5253628.0,0.0,1.0,131.94691928725945,133.03745902324673,131.82956043413282,132.46702285365336,5253628.0,0.0
151,2015-02-06,157.34,158.08,156.23,156.72,3256440.0,1.1,1.0,132.91527806350643,133.54040394228485,131.9775892453388,132.39152394885429,3256440.0,6.0
152,2015-02-09,156.0,157.5,155.4,155.75,3057502.0,0.0,1.0,131.78329336409686,133.05044041567473,131.27643454346574,131.5721021888339,3057502.0,-3.0
153,2015-02-10,156.74,158.56,155.08,158.56,4440614.0,0.0,1.0,132.40841924287528,133.94589099878974,131.00610983912912,133.94589099878974,4440614.0,3.0
154,2015-02-11,157.76,159.09,157.17,158.2,3626658.0,0.0,1.0,133.2700792379482,134.3936162903473,132.7716680643276,133.64177570641104,3626658.0,-8.0
155,2015-02-12,158.72,159.5,158.09,158.52,3333063.0,0.0,1.0,134.08105335095806,134.7399698177785,133.54885158929537,133.91210041074768,3333063.0,-4.0
156,2015-02-13,158.78,160.8,158.64,160.4,3706919.0,0.0,1.0,134.13173923302116,135.83816392914602,134.0134721748739,135.50025804872524,3706919.0,-4.0
157,2015-02-17,159.75,161.41,159.73,160.96,2893590.0,0.0,1.0,134.9511609930415,136.35347039678766,134.93426569902047,135.97332628131429,2893590.0,-7.0
158,2015-02-18,161.86,162.47,160.64,162.19,4358252.0,0.0,1.0,136.73361451226106,137.2489209799027,135.7030015769777,137.01238686360816,4358252.0,5.0
159,2015-02-19,162.05,164.49,161.44,163.89,3504269.0,0.0,1.0,136.89411980546092,138.95534567602758,136.37881333781922,138.44848685539637,3504269.0,-9.0
160,2015-02-20,163.64,164.34,162.09,163.65,3352781.0,0.0,1.0,138.2372956801334,138.82863097086974,136.92791039350297,138.24574332714394,3352781.0,0.0
161,2015-02-23,164.23,164.4,162.5,162.91,2714434.0,0.0,1.0,138.73570685375404,138.87931685293287,137.27426392093423,137.62061744836552,2714434.0,5.0
162,2015-02-24,162.49,164.99,161.51,164.83,4701626.0,0.0,1.0,137.26581627392375,139.37772802655348,136.43794686689284,139.2425656743852,4701626.0,-2.0
163,2015-02-25,164.94,164.96,162.58,162.81,4004559.0,0.0,1.0,139.33548979150092,139.35238508552195,137.34184509701842,137.5361409782603,4004559.0,-5.0
164,2015-02-26,163.74,164.14,159.77,160.87,7110571.0,0.0,1.0,138.32177215023862,138.65967803065936,134.96805628706258,135.89729745821964,7110571.0,-7.0
165,2015-02-27,161.05,162.29,160.16,161.94,4410037.0,0.0,1.0,136.04935510440902,137.09686333371334,135.2975145204728,136.80119568834522,4410037.0,1.0
166,2015-03-02,161.68,161.89,159.8101,160.48,5917812.0,0.0,1.0,136.58155686607168,136.75895745329257,135.00193135157474,135.5678392248094,5917812.0,-5.0
167,2015-03-03,160.27,161.75,160.0,161.03,3234068.0,0.0,1.0,135.39043863758852,136.64069039514533,135.1623521683045,136.03245981038796,3234068.0,-10.0
168,2015-03-04,160.54,160.56,158.72,159.42,3633335.0,0.0,1.0,135.6185251068725,135.63542040089357,134.08105335095806,134.67238864169437,3633335.0,-3.0
